LON,LAT,REGIME
14.6,40.6,NF
14.8,40.6,NF
15,40.6,TF
15.2,40.6,TF
15.4,40.6,NF
15.6,40.6,NF
15.8,40.6,NF
16,40.6,NF
10,40.8,TF
10.2,40.8,TF
10.4,40.8,TF
10.6,40.8,TF
10.8,40.8,TF
11,40.8,TF
11.2,40.8,TF
11.4,40.8,TF
11.6,40.8,TF
11.8,40.8,TF
12,40.8,TF
12.2,40.8,TF
12.4,40.8,TF
12.6,40.8,TF
12.8,40.8,TF
13,40.8,TF
13.2,40.8,SS
13.4,40.8,TF
13.6,40.8,TF
13.8,40.8,TF
14,40.8,NF
14.2,40.8,NF
14.4,40.8,TF
14.6,40.8,NF
14.8,40.8,NF
15,40.8,NF
15.2,40.8,NF
15.4,40.8,NF
15.6,40.8,NF
15.8,40.8,NF
16,40.8,NF
10,41,TF
10.2,41,TF
10.4,41,TF
10.6,41,TF
10.8,41,TF
11,41,TF
11.2,41,TF
11.4,41,TF
11.6,41,TF
11.8,41,TF
12,41,TF
12.2,41,TF
12.4,41,SS
12.6,41,SS
12.8,41,NF
13,41,NF
13.2,41,NF
13.4,41,TF
13.6,41,TF
13.8,41,TF
14,41,NF
14.2,41,NF
14.4,41,TF
14.6,41,TF
14.8,41,NF
15,41,NF
15.2,41,NF
15.4,41,NF
15.6,41,NF
15.8,41,NF
16,41,NF
10,41.2,NF
10.2,41.2,TF
10.4,41.2,TF
10.6,41.2,TF
10.8,41.2,TF
11,41.2,TF
11.2,41.2,TF
11.4,41.2,TF
11.6,41.2,TF
11.8,41.2,TF
12,41.2,TF
12.2,41.2,TF
12.4,41.2,TF
12.6,41.2,NF
12.8,41.2,NF
13,41.2,NF
13.2,41.2,TF
13.4,41.2,TF
13.6,41.2,TF
13.8,41.2,TF
14,41.2,TF
14.2,41.2,NF
14.4,41.2,NF
14.6,41.2,TF
14.8,41.2,NF
15,41.2,NF
15.2,41.2,NF
15.4,41.2,NF
15.6,41.2,TF
15.8,41.2,NF
16,41.2,NF
10,41.4,NF
10.2,41.4,TF
10.4,41.4,TF
10.6,41.4,TF
10.8,41.4,TF
11,41.4,TF
11.2,41.4,TF
11.4,41.4,TF
11.6,41.4,TF
11.8,41.4,TF
12,41.4,TF
12.2,41.4,TF
12.4,41.4,TF
12.6,41.4,TF
12.8,41.4,TF
13,41.4,TF
13.2,41.4,TF
13.4,41.4,TF
13.6,41.4,SS
13.8,41.4,TF
14,41.4,NF
14.2,41.4,NF
14.4,41.4,TF
14.6,41.4,TF
14.8,41.4,NF
15,41.4,NF
15.2,41.4,TF
15.4,41.4,TF
15.6,41.4,TF
15.8,41.4,TF
16,41.4,TF
10,41.6,TF
10.2,41.6,TF
10.4,41.6,TF
10.6,41.6,TF
10.8,41.6,TF
11,41.6,TF
11.2,41.6,TF
11.4,41.6,TF
11.6,41.6,TF
11.8,41.6,TF
12,41.6,TF
12.2,41.6,TF
12.4,41.6,NF
12.6,41.6,NF
12.8,41.6,TF
13,41.6,TF
13.2,41.6,NF
13.4,41.6,NF
13.6,41.6,TF
13.8,41.6,NF
14,41.6,NF
14.2,41.6,NF
14.4,41.6,NF
14.6,41.6,NF
14.8,41.6,NF
15,41.6,TF
15.2,41.6,TF
15.4,41.6,TF
15.6,41.6,TF
15.8,41.6,TF
16,41.6,TF
10,41.8,TF
10.2,41.8,TF
10.4,41.8,TF
10.6,41.8,TF
10.8,41.8,TF
11,41.8,TF
11.2,41.8,TF
11.4,41.8,TF
11.6,41.8,TF
11.8,41.8,NF
12,41.8,NF
12.2,41.8,NF
12.4,41.8,NF
12.6,41.8,TF
12.8,41.8,TF
13,41.8,NF
13.2,41.8,NF
13.4,41.8,NF
13.6,41.8,NF
13.8,41.8,NF
14,41.8,NF
14.2,41.8,NF
14.4,41.8,NF
14.6,41.8,NF
14.8,41.8,NF
15,41.8,SS
15.2,41.8,TF
15.4,41.8,TF
15.6,41.8,TF
15.8,41.8,TF
16,41.8,TF
10,42,TF
10.2,42,TF
10.4,42,TF
10.6,42,TF
10.8,42,TF
11,42,TF
11.2,42,TF
11.4,42,TF
11.6,42,TF
11.8,42,TF
12,42,TF
12.2,42,TF
12.4,42,NF
12.6,42,TF
12.8,42,NF
13,42,NF
13.2,42,TF
13.4,42,NF
13.6,42,NF
13.8,42,NF
14,42,NF
14.2,42,NF
14.4,42,TF
14.6,42,NF
14.8,42,NF
15,42,NF
15.2,42,NF
15.4,42,TF
15.6,42,TF
15.8,42,TF
16,42,TF
10,42.2,TF
10.2,42.2,TF
10.4,42.2,TF
10.6,42.2,TF
10.8,42.2,TF
11,42.2,TF
11.2,42.2,TF
11.4,42.2,NF
11.6,42.2,NF
11.8,42.2,TF
12,42.2,NF
12.2,42.2,NF
12.4,42.2,TF
12.6,42.2,TF
12.8,42.2,NF
13,42.2,NF
13.2,42.2,TF
13.4,42.2,TF
13.6,42.2,NF
13.8,42.2,NF
14,42.2,NF
14.2,42.2,TF
14.4,42.2,TF
14.6,42.2,NF
14.8,42.2,NF
15,42.2,NF
15.2,42.2,NF
15.4,42.2,TF
15.6,42.2,TF
15.8,42.2,TF
16,42.2,TF
10,42.4,TF
10.2,42.4,TF
10.4,42.4,TF
10.6,42.4,TF
10.8,42.4,SS
11,42.4,SS
11.2,42.4,TF
11.4,42.4,TF
11.6,42.4,TF
11.8,42.4,TF
12,42.4,TF
12.2,42.4,NF
12.4,42.4,TF
12.6,42.4,NF
12.8,42.4,NF
13,42.4,NF
13.2,42.4,NF
13.4,42.4,NF
13.6,42.4,NF
13.8,42.4,TF
14,42.4,NF
14.2,42.4,TF
14.4,42.4,TF
14.6,42.4,TF
14.8,42.4,TF
15,42.4,NF
15.2,42.4,NF
15.4,42.4,TF
15.6,42.4,TF
15.8,42.4,TF
16,42.4,TF
10,42.6,TF
10.2,42.6,TF
10.4,42.6,TF
10.6,42.6,NF
10.8,42.6,TF
11,42.6,TF
11.2,42.6,TF
11.4,42.6,TF
11.6,42.6,TF
11.8,42.6,NF
12,42.6,NF
12.2,42.6,NF
12.4,42.6,NF
12.6,42.6,NF
12.8,42.6,NF
13,42.6,NF
13.2,42.6,NF
13.4,42.6,NF
13.6,42.6,NF
13.8,42.6,NF
14,42.6,NF
14.2,42.6,NF
14.4,42.6,TF
14.6,42.6,TF
14.8,42.6,NF
15,42.6,NF
15.2,42.6,NF
15.4,42.6,TF
15.6,42.6,TF
15.8,42.6,TF
16,42.6,TF
10,42.8,TF
10.2,42.8,TF
10.4,42.8,TF
10.6,42.8,TF
10.8,42.8,TF
11,42.8,TF
11.2,42.8,TF
11.4,42.8,TF
11.6,42.8,NF
11.8,42.8,NF
12,42.8,NF
12.2,42.8,NF
12.4,42.8,NF
12.6,42.8,NF
12.8,42.8,NF
13,42.8,NF
13.2,42.8,NF
13.4,42.8,NF
13.6,42.8,NF
13.8,42.8,TF
14,42.8,TF
14.2,42.8,TF
14.4,42.8,TF
14.6,42.8,TF
14.8,42.8,TF
15,42.8,TF
15.2,42.8,TF
15.4,42.8,TF
15.6,42.8,TF
15.8,42.8,TF
16,42.8,TF
10,43,TF
10.2,43,TF
10.4,43,SS
10.6,43,TF
10.8,43,TF
11,43,TF
11.2,43,NF
11.4,43,NF
11.6,43,NF
11.8,43,NF
12,43,NF
12.2,43,NF
12.4,43,NF
12.6,43,NF
12.8,43,NF
13,43,NF
13.2,43,NF
13.4,43,NF
13.6,43,NF
13.8,43,NF
14,43,TF
14.2,43,TF
14.4,43,TF
14.6,43,TF
14.8,43,TF
15,43,TF
15.2,43,TF
15.4,43,TF
15.6,43,TF
15.8,43,TF
16,43,TF
10,43.2,NF
10.2,43.2,NF
10.4,43.2,TF
10.6,43.2,TF
10.8,43.2,TF
11,43.2,TF
11.2,43.2,SS
11.4,43.2,SS
11.6,43.2,TF
11.8,43.2,TF
12,43.2,NF
12.2,43.2,SS
12.4,43.2,NF
12.6,43.2,NF
12.8,43.2,NF
13,43.2,NF
13.2,43.2,TF
13.4,43.2,TF
13.6,43.2,NF
13.8,43.2,NF
14,43.2,TF
14.2,43.2,TF
14.4,43.2,TF
14.6,43.2,TF
14.8,43.2,TF
15,43.2,TF
15.2,43.2,TF
15.4,43.2,TF
15.6,43.2,TF
15.8,43.2,TF
16,43.2,TF
10,43.4,TF
10.2,43.4,TF
10.4,43.4,TF
10.6,43.4,TF
10.8,43.4,TF
11,43.4,NF
11.2,43.4,NF
11.4,43.4,NF
11.6,43.4,TF
11.8,43.4,TF
12,43.4,TF
12.2,43.4,TF
12.4,43.4,NF
12.6,43.4,NF
12.8,43.4,NF
13,43.4,TF
13.2,43.4,NF
13.4,43.4,TF
13.6,43.4,TF
13.8,43.4,TF
14,43.4,TF
14.2,43.4,TF
14.4,43.4,TF
14.6,43.4,TF
14.8,43.4,TF
15,43.4,TF
15.2,43.4,TF
15.4,43.4,TF
15.6,43.4,TF
15.8,43.4,TF
16,43.4,TF
10,43.6,TF
10.2,43.6,TF
10.4,43.6,TF
10.6,43.6,TF
10.8,43.6,NF
11,43.6,NF
11.2,43.6,TF
11.4,43.6,NF
11.6,43.6,SS
11.8,43.6,SS
12,43.6,NF
12.2,43.6,NF
12.4,43.6,NF
12.6,43.6,NF
12.8,43.6,NF
13,43.6,NF
13.2,43.6,NF
13.4,43.6,TF
13.6,43.6,TF
13.8,43.6,SS
14,43.6,TF
14.2,43.6,TF
14.4,43.6,TF
14.6,43.6,TF
14.8,43.6,TF
15,43.6,TF
15.2,43.6,TF
15.4,43.6,TF
15.6,43.6,TF
15.8,43.6,TF
16,43.6,TF
10,43.8,NF
10.2,43.8,TF
10.4,43.8,NF
10.6,43.8,NF
10.8,43.8,NF
11,43.8,NF
11.2,43.8,NF
11.4,43.8,NF
11.6,43.8,NF
11.8,43.8,NF
12,43.8,NF
12.2,43.8,NF
12.4,43.8,NF
12.6,43.8,NF
12.8,43.8,NF
13,43.8,TF
13.2,43.8,TF
13.4,43.8,TF
13.6,43.8,TF
13.8,43.8,TF
14,43.8,TF
14.2,43.8,TF
14.4,43.8,TF
14.6,43.8,TF
14.8,43.8,TF
15,43.8,TF
15.2,43.8,TF
15.4,43.8,TF
15.6,43.8,TF
15.8,43.8,TF
16,43.8,TF
10,44,NF
10.2,44,NF
10.4,44,TF
10.6,44,TF
10.8,44,NF
11,44,NF
11.2,44,TF
11.4,44,NF
11.6,44,NF
11.8,44,NF
12,44,NF
12.2,44,NF
12.4,44,TF
12.6,44,NF
12.8,44,NF
13,44,TF
13.2,44,TF
13.4,44,TF
13.6,44,TF
13.8,44,TF
14,44,SS
14.2,44,TF
14.4,44,TF
14.6,44,TF
14.8,44,TF
15,44,TF
15.2,44,SS
15.4,44,TF
15.6,44,TF
15.8,44,TF
16,44,TF
10,44.2,NF
10.2,44.2,NF
10.4,44.2,NF
10.6,44.2,NF
10.8,44.2,TF
11,44.2,TF
11.2,44.2,NF
11.4,44.2,NF
11.6,44.2,NF
11.8,44.2,NF
12,44.2,NF
12.2,44.2,TF
12.4,44.2,TF
12.6,44.2,TF
12.8,44.2,SS
13,44.2,SS
13.2,44.2,TF
13.4,44.2,TF
13.6,44.2,TF
13.8,44.2,TF
14,44.2,SS
14.2,44.2,TF
14.4,44.2,TF
14.6,44.2,TF
14.8,44.2,TF
15,44.2,TF
15.2,44.2,TF
15.4,44.2,TF
15.6,44.2,NF
15.8,44.2,TF
16,44.2,SS
10,44.4,NF
10.2,44.4,NF
10.4,44.4,NF
10.6,44.4,NF
10.8,44.4,NF
11,44.4,NF
11.2,44.4,NF
11.4,44.4,NF
11.6,44.4,NF
11.8,44.4,TF
12,44.4,TF
12.2,44.4,TF
12.4,44.4,TF
12.6,44.4,TF
12.8,44.4,TF
13,44.4,SS
13.2,44.4,TF
13.4,44.4,TF
13.6,44.4,TF
13.8,44.4,TF
14,44.4,SS
14.2,44.4,TF
14.4,44.4,TF
14.6,44.4,TF
14.8,44.4,TF
15,44.4,TF
15.2,44.4,TF
15.4,44.4,TF
15.6,44.4,NF
15.8,44.4,NF
16,44.4,NF
10,44.6,TF
10.2,44.6,TF
10.4,44.6,NF
10.6,44.6,TF
10.8,44.6,TF
11,44.6,NF
11.2,44.6,NF
11.4,44.6,TF
11.6,44.6,TF
11.8,44.6,TF
12,44.6,TF
12.2,44.6,TF
12.4,44.6,TF
12.6,44.6,TF
12.8,44.6,TF
13,44.6,TF
13.2,44.6,NF
13.4,44.6,TF
13.6,44.6,TF
13.8,44.6,TF
14,44.6,TF
14.2,44.6,TF
14.4,44.6,TF
14.6,44.6,TF
14.8,44.6,TF
15,44.6,TF
15.2,44.6,TF
15.4,44.6,SS
15.6,44.6,NF
15.8,44.6,NF
16,44.6,NF
10,44.8,TF
10.2,44.8,TF
10.4,44.8,TF
10.6,44.8,TF
10.8,44.8,NF
11,44.8,NF
11.2,44.8,TF
11.4,44.8,TF
11.6,44.8,TF
11.8,44.8,TF
12,44.8,TF
12.2,44.8,TF
12.4,44.8,NF
12.6,44.8,NF
12.8,44.8,NF
13,44.8,NF
13.2,44.8,NF
13.4,44.8,TF
13.6,44.8,NF
13.8,44.8,NF
14,44.8,TF
14.2,44.8,TF
14.4,44.8,TF
14.6,44.8,TF
14.8,44.8,TF
15,44.8,TF
15.2,44.8,TF
15.4,44.8,NF
15.6,44.8,NF
15.8,44.8,NF
16,44.8,TF
10,45,TF
10.2,45,TF
10.4,45,TF
10.6,45,TF
10.8,45,TF
11,45,TF
11.2,45,TF
11.4,45,TF
11.6,45,TF
11.8,45,NF
12,45,TF
12.2,45,TF
12.4,45,TF
12.6,45,TF
12.8,45,TF
13,45,NF
13.2,45,NF
13.4,45,TF
13.6,45,NF
13.8,45,NF
14,45,TF
14.2,45,TF
14.4,45,TF
14.6,45,TF
14.8,45,TF
15,45,TF
15.2,45,TF
15.4,45,NF
15.6,45,NF
15.8,45,NF
16,45,TF
