ID,LON,LAT,DEPTH,DIST,PLATE,QUALITY,REGIME,AZI,geometry
grid_001004,-6.5,41.5,0.0,628.6864366936366,EU,C,TF,,POINT (-6.5 41.5)
grid_001005,-10.5,36.5,0.0,13.717321438045564,EU,C,TF,,POINT (-10.5 36.5)
grid_001006,-10.5,37.5,0.0,105.5520555199005,EU,C,TF,,POINT (-10.5 37.5)
grid_001007,-10.5,40.5,0.0,429.6462006018914,EU,C,TF,,POINT (-10.5 40.5)
grid_001008,-10.5,39.5,0.0,319.5013939149939,EU,C,SS,,POINT (-10.5 39.5)
grid_001009,-10.5,38.5,0.0,210.31218476276382,EU,C,TF,,POINT (-10.5 38.5)
grid_001010,-10.5,41.5,0.0,540.1742838682279,EU,C,NF,,POINT (-10.5 41.5)
grid_001011,-10.5,42.5,0.0,650.9003849962203,EU,C,SS,,POINT (-10.5 42.5)
grid_001012,-6.5,56.5,0.0,667.6797840172757,EU,C,TF,,POINT (-6.5 56.5)
grid_001013,-5.5,56.5,0.0,667.6769944485501,EU,C,TF,,POINT (-5.5 56.5)
grid_001014,-7.5,55.5,0.0,556.3407556596835,EU,C,TF,,POINT (-7.5 55.5)
