ID,LON,LAT,geometry,PLATE,REGIME,DIST,QUALITY,AZI,AZI_PRED,AZI_ERROR
wsm02413,13.42,43.72,POINT (13.42 43.72),EU,SS,542.0,A,84.99999,123.35225,38.352257
wsm02482,12.57,43.27,POINT (12.57 43.27),EU,NF,477.0,B,117.0,139.5919,22.591904
wsm102226,12.99,43.61,POINT (12.99 43.61),EU,SS,521.0,C,169.0,155.51175,13.488251
wsm103605,14.74,44.91,POINT (14.74 44.91),EU,SS,684.0,C,179.0,174.74196,4.2580414
wsm108318,11.29,44.01,POINT (11.29 44.01),EU,NF,549.0,C,120.0,134.68524,14.685242
wsm108320,11.36,44.01,POINT (11.36 44.01),EU,NF,549.0,C,154.0,143.39085,10.609146
wsm108321,11.22,44.06,POINT (11.22 44.06),EU,NF,555.0,C,129.0,134.89578,5.8957825
wsm108552,15.85,42.07,POINT (15.85 42.07),EU,TS,368.0,C,124.0,157.75885,33.75885
wsm112192,10.3,44.51,POINT (10.3 44.51),EU,TF,609.0,C,20.0,169.70898,30.291016
wsm112201,10.23,44.5,POINT (10.23 44.5),EU,TF,609.0,C,24.999998,171.58223,33.41777
wsm113370,13.35,42.36,POINT (13.35 42.36),EU,NF,397.0,C,151.0,145.511,5.4889984
wsm113458,12.01,44.24,POINT (12.01 44.24),EU,TF,577.0,C,12.0,15.507669,3.5076694
wsm113459,13.37,42.33,POINT (13.37 42.33),EU,NF,394.0,C,173.0,147.07816,25.921844
wsm113466,13.35,42.29,POINT (13.35 42.29),EU,NF,389.0,C,134.0,142.80547,8.805466
wsm113469,13.34,42.37,POINT (13.34 42.37),EU,NF,397.0,C,147.0,144.41336,2.5866394
wsm113471,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,153.0,146.51434,6.4856567
wsm113472,13.37,42.35,POINT (13.37 42.35),EU,NF,396.0,C,139.0,143.71617,4.7161713
wsm113477,13.33,42.36,POINT (13.33 42.36),EU,NF,396.0,C,165.0,149.21124,15.788757
