ID,LON,LAT,geometry,PLATE,REGIME,DIST,QUALITY,AZI,AZI_PRED,AZI_ERROR
wsm02413,13.42,43.72,POINT (13.42 43.72),EU,SS,542.0,A,84.99999,159.86966,74.86967
wsm02482,12.57,43.27,POINT (12.57 43.27),EU,NF,477.0,B,117.0,148.6943,31.694305
wsm102226,12.99,43.61,POINT (12.99 43.61),EU,SS,521.0,C,169.0,131.73488,37.26512
wsm103605,14.74,44.91,POINT (14.74 44.91),EU,SS,684.0,C,179.0,158.20532,20.794678
wsm108318,11.29,44.01,POINT (11.29 44.01),EU,NF,549.0,C,120.0,148.21652,28.216522
wsm108320,11.36,44.01,POINT (11.36 44.01),EU,NF,549.0,C,154.0,145.702,8.298004
wsm108321,11.22,44.06,POINT (11.22 44.06),EU,NF,555.0,C,129.0,146.13792,17.137924
wsm108552,15.85,42.07,POINT (15.85 42.07),EU,TS,368.0,C,124.0,170.8092,46.809204
wsm112192,10.3,44.51,POINT (10.3 44.51),EU,TF,609.0,C,20.0,134.56734,65.43266
wsm112201,10.23,44.5,POINT (10.23 44.5),EU,TF,609.0,C,24.999998,135.38028,69.61972
wsm113370,13.35,42.36,POINT (13.35 42.36),EU,NF,397.0,C,151.0,140.48883,10.511169
wsm113458,12.01,44.24,POINT (12.01 44.24),EU,TF,577.0,C,12.0,161.13754,30.862457
wsm113459,13.37,42.33,POINT (13.37 42.33),EU,NF,394.0,C,173.0,138.08014,34.91986
wsm113466,13.35,42.29,POINT (13.35 42.29),EU,NF,389.0,C,134.0,145.1483,11.1483
wsm113469,13.34,42.37,POINT (13.34 42.37),EU,NF,397.0,C,147.0,141.70532,5.2946777
wsm113471,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,153.0,140.46198,12.538025
wsm113472,13.37,42.35,POINT (13.37 42.35),EU,NF,396.0,C,139.0,141.75279,2.7527924
wsm113477,13.33,42.36,POINT (13.33 42.36),EU,NF,396.0,C,165.0,137.7474,27.252594
wsm113483,13.27,42.47,POINT (13.27 42.47),EU,NF,406.0,C,146.0,147.72491,1.7249146
wsm113492,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,143.0,141.71796,1.2820435
wsm113502,13.39,42.31,POINT (13.39 42.31),EU,NS,393.0,C,133.0,147.10675,14.1067505
wsm113506,13.38,42.38,POINT (13.38 42.38),EU,NF,400.0,C,120.0,149.25394,29.253937
wsm113525,13.36,42.51,POINT (13.36 42.51),EU,NF,412.0,C,140.0,146.4487,6.4487
wsm113529,13.3,42.48,POINT (13.3 42.48),EU,NF,408.0,C,143.0,144.24593,1.2459259
wsm113531,13.44,42.34,POINT (13.44 42.34),EU,SS,397.0,C,108.0,148.69223,40.69223
wsm113535,13.42,42.45,POINT (13.42 42.45),EU,NS,408.0,C,159.0,139.85132,19.148682
wsm113540,13.19,42.37,POINT (13.19 42.37),EU,NF,393.0,C,134.0,148.37032,14.370316
wsm113545,13.24,42.49,POINT (13.24 42.49),EU,NF,407.0,C,133.0,147.03937,14.039368
wsm113549,13.42,42.47,POINT (13.42 42.47),EU,NF,410.0,C,111.00001,147.53622,36.536217
wsm113586,13.21,42.52,POINT (13.21 42.52),EU,NF,409.0,C,138.0,145.56628,7.566284
wsm113597,13.29,42.53,POINT (13.29 42.53),EU,NF,413.0,C,146.0,147.19722,1.1972198
wsm113627,13.31,42.51,POINT (13.31 42.51),EU,NF,411.0,C,144.0,143.40454,0.595459
wsm113754,13.49,42.25,POINT (13.49 42.25),EU,NF,389.0,C,145.0,140.39412,4.6058807
wsm113759,13.48,42.23,POINT (13.48 42.23),EU,NF,386.0,C,153.0,138.20193,14.798065
wsm114500,13.36,42.45,POINT (13.36 42.45),EU,NF,406.0,C,134.0,144.9792,10.979202
wsm114745,13.38,42.34,POINT (13.38 42.34),EU,NF,395.0,C,151.0,140.65381,10.346191
wsm115656,13.41,43.47,POINT (13.41 43.47),EU,SS,515.0,C,154.0,163.12206,9.122055
wsm117151,13.38,43.11,POINT (13.38 43.11),EU,NS,476.0,C,97.0,153.92723,56.92723
wsm118506,12.44,43.56,POINT (12.44 43.56),EU,NF,507.0,C,113.0,148.43674,35.436737
wsm120224,12.61,42.81,POINT (12.61 42.81),EU,NF,428.0,C,176.0,132.87823,43.121765
wsm120299,12.11,44.36,POINT (12.11 44.36),EU,TF,591.0,C,86.0,155.78369,69.78369
wsm120877,12.37,44.14,POINT (12.37 44.14),EU,SS,570.0,C,148.0,152.43222,4.4322205
wsm128220,12.03,43.86,POINT (12.03 43.86),EU,NF,535.0,C,115.0,145.7744,30.774399
wsm129876,11.86,43.92,POINT (11.86 43.92),EU,NF,541.0,C,123.0,143.42126,20.421265
