ID,LON,LAT,geometry,PLATE,REGIME,DIST,QUALITY,AZI,AZI_PRED,AZI_ERROR
wsm02413,13.42,43.72,POINT (13.42 43.72),EU,SS,542.0,A,84.99999,109.69687,24.696877
wsm02482,12.57,43.27,POINT (12.57 43.27),EU,NF,477.0,B,117.0,135.52977,18.52977
wsm102226,12.99,43.61,POINT (12.99 43.61),EU,SS,521.0,C,169.0,164.39923,4.600769
wsm103605,14.74,44.91,POINT (14.74 44.91),EU,SS,684.0,C,179.0,173.83952,5.1604767
wsm108318,11.29,44.01,POINT (11.29 44.01),EU,NF,549.0,C,120.0,131.27515,11.2751465
wsm108320,11.36,44.01,POINT (11.36 44.01),EU,NF,549.0,C,154.0,138.72305,15.276947
wsm108321,11.22,44.06,POINT (11.22 44.06),EU,NF,555.0,C,129.0,130.59349,1.5934906
wsm108552,15.85,42.07,POINT (15.85 42.07),EU,TS,368.0,C,124.0,135.20374,11.203735
wsm112192,10.3,44.51,POINT (10.3 44.51),EU,TF,609.0,C,20.0,8.623737,11.376263
wsm112201,10.23,44.5,POINT (10.23 44.5),EU,TF,609.0,C,24.999998,7.320941,17.679058
wsm113370,13.35,42.36,POINT (13.35 42.36),EU,NF,397.0,C,151.0,145.51901,5.4809875
wsm113458,12.01,44.24,POINT (12.01 44.24),EU,TF,577.0,C,12.0,14.439641,2.439641
wsm113459,13.37,42.33,POINT (13.37 42.33),EU,NF,394.0,C,173.0,146.93443,26.065567
wsm113466,13.35,42.29,POINT (13.35 42.29),EU,NF,389.0,C,134.0,140.98024,6.98024
wsm113469,13.34,42.37,POINT (13.34 42.37),EU,NF,397.0,C,147.0,144.20198,2.7980194
wsm113471,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,153.0,146.29985,6.7001495
wsm113472,13.37,42.35,POINT (13.37 42.35),EU,NF,396.0,C,139.0,142.18245,3.1824493
wsm113477,13.33,42.36,POINT (13.33 42.36),EU,NF,396.0,C,165.0,148.8818,16.118195
wsm113483,13.27,42.47,POINT (13.27 42.47),EU,NF,406.0,C,146.0,146.74042,0.7404175
wsm113492,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,143.0,144.02156,1.0215607
wsm113502,13.39,42.31,POINT (13.39 42.31),EU,NS,393.0,C,133.0,140.98576,7.9857635
wsm113506,13.38,42.38,POINT (13.38 42.38),EU,NF,400.0,C,120.0,127.58278,7.582779
wsm113525,13.36,42.51,POINT (13.36 42.51),EU,NF,412.0,C,140.0,144.22922,4.2292175
wsm113529,13.3,42.48,POINT (13.3 42.48),EU,NF,408.0,C,143.0,144.79858,1.798584
wsm113531,13.44,42.34,POINT (13.44 42.34),EU,SS,397.0,C,108.0,127.76184,19.76184
wsm113535,13.42,42.45,POINT (13.42 42.45),EU,NS,408.0,C,159.0,134.306,24.694
wsm113540,13.19,42.37,POINT (13.19 42.37),EU,NF,393.0,C,134.0,137.78085,3.7808533
wsm113545,13.24,42.49,POINT (13.24 42.49),EU,NF,407.0,C,133.0,142.80812,9.808121
wsm113549,13.42,42.47,POINT (13.42 42.47),EU,NF,410.0,C,111.00001,135.6142,24.61419
wsm113586,13.21,42.52,POINT (13.21 42.52),EU,NF,409.0,C,138.0,143.50166,5.501663
wsm113597,13.29,42.53,POINT (13.29 42.53),EU,NF,413.0,C,146.0,146.5382,0.53819275
