ID,LON,LAT,geometry,PLATE,REGIME,DIST,QUALITY,AZI,AZI_PRED,AZI_ERROR
wsm02413,13.42,43.72,POINT (13.42 43.72),EU,SS,542.0,A,84.99999,126.75374,41.753746
wsm02482,12.57,43.27,POINT (12.57 43.27),EU,NF,477.0,B,117.0,143.87173,26.871735
wsm102226,12.99,43.61,POINT (12.99 43.61),EU,SS,521.0,C,169.0,154.34648,14.653519
wsm103605,14.74,44.91,POINT (14.74 44.91),EU,SS,684.0,C,179.0,164.54047,14.459534
wsm108318,11.29,44.01,POINT (11.29 44.01),EU,NF,549.0,C,120.0,143.42007,23.420074
wsm108320,11.36,44.01,POINT (11.36 44.01),EU,NF,549.0,C,154.0,140.01292,13.987076
wsm108321,11.22,44.06,POINT (11.22 44.06),EU,NF,555.0,C,129.0,140.41905,11.419052
wsm108552,15.85,42.07,POINT (15.85 42.07),EU,TS,368.0,C,124.0,169.87787,45.87787
wsm112192,10.3,44.51,POINT (10.3 44.51),EU,TF,609.0,C,20.0,171.73143,28.26857
wsm112201,10.23,44.5,POINT (10.23 44.5),EU,TF,609.0,C,24.999998,170.3944,34.605606
wsm113370,13.35,42.36,POINT (13.35 42.36),EU,NF,397.0,C,151.0,142.63118,8.36882
wsm113458,12.01,44.24,POINT (12.01 44.24),EU,TF,577.0,C,12.0,0.95979106,11.040209
wsm113459,13.37,42.33,POINT (13.37 42.33),EU,NF,394.0,C,173.0,136.8632,36.136795
wsm113466,13.35,42.29,POINT (13.35 42.29),EU,NF,389.0,C,134.0,143.30692,9.306915
wsm113469,13.34,42.37,POINT (13.34 42.37),EU,NF,397.0,C,147.0,143.32283,3.6771698
wsm113471,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,153.0,144.50551,8.494492
wsm113472,13.37,42.35,POINT (13.37 42.35),EU,NF,396.0,C,139.0,143.5364,4.5364075
wsm113477,13.33,42.36,POINT (13.33 42.36),EU,NF,396.0,C,165.0,137.92392,27.07608
wsm113483,13.27,42.47,POINT (13.27 42.47),EU,NF,406.0,C,146.0,149.03523,3.0352325
wsm113492,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,143.0,146.20743,3.207428
wsm113502,13.39,42.31,POINT (13.39 42.31),EU,NS,393.0,C,133.0,142.05692,9.056915
wsm113506,13.38,42.38,POINT (13.38 42.38),EU,NF,400.0,C,120.0,139.95596,19.955963
wsm113525,13.36,42.51,POINT (13.36 42.51),EU,NF,412.0,C,140.0,145.26334,5.263336
wsm113529,13.3,42.48,POINT (13.3 42.48),EU,NF,408.0,C,143.0,149.6806,6.680603
wsm113531,13.44,42.34,POINT (13.44 42.34),EU,SS,397.0,C,108.0,139.27455,31.274551
wsm113535,13.42,42.45,POINT (13.42 42.45),EU,NS,408.0,C,159.0,140.36922,18.630783
wsm113540,13.19,42.37,POINT (13.19 42.37),EU,NF,393.0,C,134.0,149.17107,15.171066
wsm113545,13.24,42.49,POINT (13.24 42.49),EU,NF,407.0,C,133.0,150.57793,17.577927
wsm113549,13.42,42.47,POINT (13.42 42.47),EU,NF,410.0,C,111.00001,147.9609,36.9609
wsm113586,13.21,42.52,POINT (13.21 42.52),EU,NF,409.0,C,138.0,148.51695,10.5169525
wsm113597,13.29,42.53,POINT (13.29 42.53),EU,NF,413.0,C,146.0,149.15176,3.151764
wsm113627,13.31,42.51,POINT (13.31 42.51),EU,NF,411.0,C,144.0,147.57242,3.5724182
wsm113754,13.49,42.25,POINT (13.49 42.25),EU,NF,389.0,C,145.0,140.97656,4.0234375
wsm113759,13.48,42.23,POINT (13.48 42.23),EU,NF,386.0,C,153.0,139.89877,13.101227
wsm114500,13.36,42.45,POINT (13.36 42.45),EU,NF,406.0,C,134.0,140.71669,6.71669
wsm114745,13.38,42.34,POINT (13.38 42.34),EU,NF,395.0,C,151.0,145.27214,5.7278595
wsm115656,13.41,43.47,POINT (13.41 43.47),EU,SS,515.0,C,154.0,160.49812,6.498123
wsm117151,13.38,43.11,POINT (13.38 43.11),EU,NS,476.0,C,97.0,135.26443,38.264435
wsm118506,12.44,43.56,POINT (12.44 43.56),EU,NF,507.0,C,113.0,145.49846,32.49846
wsm120224,12.61,42.81,POINT (12.61 42.81),EU,NF,428.0,C,176.0,129.8698,46.130203
wsm120299,12.11,44.36,POINT (12.11 44.36),EU,TF,591.0,C,86.0,150.14185,64.141846
wsm120877,12.37,44.14,POINT (12.37 44.14),EU,SS,570.0,C,148.0,152.78072,4.780716
wsm128220,12.03,43.86,POINT (12.03 43.86),EU,NF,535.0,C,115.0,146.88031,31.88031
wsm129876,11.86,43.92,POINT (11.86 43.92),EU,NF,541.0,C,123.0,139.7905,16.790497
wsm129877,11.85,43.92,POINT (11.85 43.92),EU,NF,540.0,C,119.0,140.93616,21.936157
wsm129896,11.86,43.93,POINT (11.86 43.93),EU,NF,542.0,C,122.0,139.75613,17.756134
wsm134393,10.36,44.82,POINT (10.36 44.82),EU,NF,643.0,C,93.00001,135.22069,42.22068
wsm135516,13.2,42.81,POINT (13.2 42.81),EU,NF,440.0,C,124.0,140.02335,16.023346
wsm136940,11.26,44.9,POINT (11.26 44.9),EU,TF,648.0,C,10.999999,175.96187,15.038132
wsm136948,11.44,44.89,POINT (11.44 44.89),EU,TF,647.0,C,19.0,172.36037,26.639633
wsm136951,11.32,44.95,POINT (11.32 44.95),EU,TF,654.0,C,35.0,173.18173,41.818268
wsm136970,11.49,44.81,POINT (11.49 44.81),EU,TF,638.0,C,27.0,161.06752,45.93248
wsm137168,11.15,44.92,POINT (11.15 44.92),EU,TF,650.0,C,13.999999,177.52933,16.470673
wsm137172,11.02,44.9,POINT (11.02 44.9),EU,TF,649.0,C,17.0,178.06496,18.935043
wsm137173,10.95,44.84,POINT (10.95 44.84),EU,TF,642.0,C,16.0,167.12741,28.87259
wsm137318,12.23,44.41,POINT (12.23 44.41),EU,TF,598.0,C,161.0,160.74219,0.2578125
wsm141788,10.49,44.17,POINT (10.49 44.17),EU,SS,570.0,C,110.0,142.79712,32.79712
wsm143580,12.3,43.45,POINT (12.3 43.45),EU,NF,493.0,C,118.0,145.43222,27.43222
wsm144225,13.86,43.53,POINT (13.86 43.53),EU,TF,533.0,C,50.999996,169.37115,61.628845
wsm144249,11.05,44.28,POINT (11.05 44.28),EU,TF,580.0,C,165.0,164.68552,0.31448364
wsm144308,10.71,44.42,POINT (10.71 44.42),EU,TF,596.0,C,18.0,155.2645,42.735504
wsm144331,10.17,44.1,POINT (10.17 44.1),EU,NF,565.0,C,99.00001,116.002884,17.002876
wsm144334,10.15,44.16,POINT (10.15 44.16),EU,NF,572.0,C,120.0,119.70927,0.29073334
wsm144335,10.13,44.18,POINT (10.13 44.18),EU,NF,575.0,C,123.0,128.1232,5.1231995
wsm144336,10.15,44.16,POINT (10.15 44.16),EU,NS,572.0,C,83.0,117.10051,34.10051
wsm144338,10.15,44.16,POINT (10.15 44.16),EU,NF,572.0,C,96.0,114.95668,18.95668
wsm144358,10.17,44.16,POINT (10.17 44.16),EU,NS,572.0,C,65.0,128.57849,63.57849
wsm144360,10.18,44.19,POINT (10.18 44.19),EU,NF,575.0,C,106.0,117.06105,11.06105
wsm144441,10.05,44.08,POINT (10.05 44.08),EU,NF,565.0,C,101.0,127.162186,26.162186
wsm144445,10.19,44.18,POINT (10.19 44.18),EU,NF,574.0,C,77.0,122.84672,45.846718
wsm144575,10.17,44.15,POINT (10.17 44.15),EU,NF,571.0,C,82.0,117.63521,35.63521
wsm144623,12.03,43.81,POINT (12.03 43.81),EU,NF,530.0,C,152.0,142.58508,9.414917
wsm144794,13.68,43.48,POINT (13.68 43.48),EU,TF,523.0,C,39.0,159.38829,59.61171
wsm144796,13.82,43.46,POINT (13.82 43.46),EU,TF,525.0,C,28.999998,164.87193,44.128067
wsm145208,10.19,44.18,POINT (10.19 44.18),EU,NF,574.0,C,75.0,124.548706,49.548706
wsm145326,13.76,43.53,POINT (13.76 43.53),EU,TF,530.0,C,51.999996,167.07967,64.920334
wsm145398,12.54,43.37,POINT (12.54 43.37),EU,NF,488.0,C,140.0,143.20071,3.200714
wsm146263,10.26,43.68,POINT (10.26 43.68),EU,NS,518.0,C,144.0,156.77464,12.774643
wsm146918,13.21,42.63,POINT (13.21 42.63),EU,NF,421.0,C,159.0,150.0909,8.909103
wsm147046,13.48,42.46,POINT (13.48 42.46),EU,SS,411.0,C,135.0,137.82443,2.8244324
