ID,LON,LAT,geometry,PLATE,REGIME,DIST,QUALITY,AZI,AZI_PRED,AZI_ERROR
wsm02413,13.42,43.72,POINT (13.42 43.72),EU,SS,542.0,A,84.99999,91.57461,6.5746155
wsm02482,12.57,43.27,POINT (12.57 43.27),EU,NF,477.0,B,117.0,121.89689,4.8968887
wsm102226,12.99,43.61,POINT (12.99 43.61),EU,SS,521.0,C,169.0,162.85173,6.1482697
wsm103605,14.74,44.91,POINT (14.74 44.91),EU,SS,684.0,C,179.0,174.51024,4.4897614
wsm108318,11.29,44.01,POINT (11.29 44.01),EU,NF,549.0,C,120.0,128.12885,8.128845
wsm108320,11.36,44.01,POINT (11.36 44.01),EU,NF,549.0,C,154.0,151.41345,2.5865479
wsm108321,11.22,44.06,POINT (11.22 44.06),EU,NF,555.0,C,129.0,135.11667,6.1166687
wsm108552,15.85,42.07,POINT (15.85 42.07),EU,TS,368.0,C,124.0,128.61494,4.6149445
wsm112192,10.3,44.51,POINT (10.3 44.51),EU,TF,609.0,C,20.0,14.594765,5.4052353
wsm112201,10.23,44.5,POINT (10.23 44.5),EU,TF,609.0,C,24.999998,20.371449,4.6285496
wsm113370,13.35,42.36,POINT (13.35 42.36),EU,NF,397.0,C,151.0,152.184,1.1840057
wsm113458,12.01,44.24,POINT (12.01 44.24),EU,TF,577.0,C,12.0,4.284705,7.715295
wsm113459,13.37,42.33,POINT (13.37 42.33),EU,NF,394.0,C,173.0,169.53738,3.462616
wsm113466,13.35,42.29,POINT (13.35 42.29),EU,NF,389.0,C,134.0,137.98749,3.9874878
wsm113469,13.34,42.37,POINT (13.34 42.37),EU,NF,397.0,C,147.0,149.1766,2.1766052
wsm113471,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,153.0,153.84467,0.8446655
wsm113472,13.37,42.35,POINT (13.37 42.35),EU,NF,396.0,C,139.0,143.0372,4.037201
wsm113477,13.33,42.36,POINT (13.33 42.36),EU,NF,396.0,C,165.0,163.45764,1.5423584
wsm113483,13.27,42.47,POINT (13.27 42.47),EU,NF,406.0,C,146.0,148.3106,2.3105927
wsm113492,13.39,42.34,POINT (13.39 42.34),EU,NF,396.0,C,143.0,146.6242,3.6242065
