ID,ISC_ID,SITE,LAT,LON,AZI,TYPE,DEPTH,QUALITY,REGIME,LOCALITY,COUNTRY,DATE,TIME,NUMBER,SD,TOT_LEN,VENT,TOP,BOT,ANISOTROPY,METHOD,S1AZ,S1PL,S2AZ,S2PL,S3AZ,S3PL,MAG_TYPE,EQ_MAG,CRUST,REF1,REF2,REF3,REF4,REF5,REF6,COMMENT,PLATE,DIST
wsm203048,620219005.0,,38.16,21.72,34,FMS,14.0,C,NF,,Greece,02/04/2021,15:52.4,,,,,,,,,206.0,80.0,214.0,9.0,124.0,1.0,Mw,3.6,True,ISCXXX,,,,,,,AS,31.0
wsm203140,620223779.0,,45.2,16.22,41,FMS,18.0,C,TS,,Croatia,06/04/2021,08:54:20,,,,,,,,,221.0,18.0,113.0,45.0,327.0,40.0,Mw,4.5,True,ISCXXX,,,,,,,EU,686.0
wsm203195,625720631.0,,36.46,27.16,21,FMS,4.9,C,NS,,Sea,08/04/2021,33:48.3,,,,,,,,,19.0,43.0,22.0,47.0,291.0,1.0,Mw,4.5,True,ISCXXX,,,,,,,AS,126.0
wsm203290,620236730.0,,38.28,20.7,49,FMS,10.0,C,TF,,Sea,10/04/2021,22:53:59,,,,,,,,,229.0,22.0,128.0,26.0,175.0,55.0,Mw,4.3,True,ISCXXX,,,,,,,AS,31.0
wsm203368,620289689.0,,36.37,27.03,25,FMS,12.2,C,SS,,Sea,13/04/2021,28:07.7,,,,,,,,,25.0,8.0,44.0,81.0,295.0,3.0,Mw,5.3,True,ISCXXX,,,,,,,AS,141.0
wsm203455,620341949.0,,36.32,27.05,42,FMS,12.9,C,NF,,Sea,17/04/2021,08:03.2,,,,,,,,,28.0,68.0,222.0,21.0,130.0,5.0,Mw,5.0,True,ISCXXX,,,,,,,AS,142.0
wsm203496,620342025.0,,36.46,27.17,41,FMS,16.0,C,NS,,Sea,18/04/2021,16:26:25,,,,,,,,,21.0,49.0,233.0,36.0,131.0,16.0,Mw,4.6,True,ISCXXX,,,,,,,AS,125.0
wsm203538,620344365.0,,47.78,16.19,137,FMS,10.6,C,NF,,Austria,19/04/2021,57:11.8,,,,,,,,,197.0,67.0,317.0,12.0,231.0,20.0,Mw,3.9,True,ISCXXX,,,,,,,EU,968.0
wsm203551,625556174.0,,36.17,26.95,17,FMS,19.3,C,NF,,Sea,20/04/2021,09:55.1,,,,,,,,,213.0,74.0,197.0,15.0,108.0,4.0,Mw,4.8,True,ISCXXX,,,,,,,AS,159.0
wsm203598,620342091.0,,36.39,27.19,7,FMS,10.0,C,NF,,Sea,22/04/2021,49:58.4,,,,,,,,,347.0,82.0,7.0,7.0,277.0,3.0,Mw,4.4,True,ISCXXX,,,,,,,AS,127.0
wsm203995,620356676.0,,37.6,19.71,93,FMS,15.0,C,TS,,Sea,07/05/2021,03:08:07,,,,,,,,,273.0,15.0,197.0,42.0,348.0,44.0,Mw,4.0,True,ISCXXX,,,,,,,AF,43.0
wsm204036,620357260.0,,36.49,27.16,36,FMS,17.0,C,NF,,Sea,08/05/2021,11:41:44,,,,,,,,,4.0,69.0,216.0,18.0,123.0,10.0,Mw,4.4,True,ISCXXX,,,,,,,AS,124.0
wsm204106,620360884.0,,40.3,20.9,50,FMS,16.7,C,NF,,Greece,11/05/2021,31:00.5,,,,,,,,,205.0,80.0,230.0,9.0,140.0,4.0,Mw,4.9,True,ISCXXX,,,,,,,EU,207.0
wsm204230,620376712.0,,43.36,12.57,126,FMS,8.6,C,NF,,Italy,15/05/2021,56:01.7,,,,,,,,,154.0,79.0,306.0,10.0,217.0,5.0,Mw,3.9,True,ISCXXX,,,,,,,EU,487.0
wsm204318,620416270.0,,38.09,27.01,95,FMS,10.0,C,SS,,Turkey,19/05/2021,11:14:59,,,,,,,,,273.0,23.0,285.0,66.0,185.0,4.0,Mw,4.2,True,ISCXXX,,,,,,,AS,74.0
wsm204602,620509813.0,,38.35,21.73,139,FMS,11.0,C,NF,,Greece,27/05/2021,39:04.3,,,,,,,,,211.0,62.0,319.0,10.0,234.0,26.0,Mw,3.8,True,ISCXXX,,,,,,,AS,15.0
wsm20474,,SZ5,47.5638,8.4584,134,BO,0.48,C,U,Weiach,Switzerland,,,15.0,15.0,42.0,,408.0,558.0,,,,,,,,,,,True,NAGRXX2013,,,,,,CAL / SHDT? (4-Arm) - BOs in lower Malm and in the Dogger above the Oplinus clay,EU,969.0
wsm20475,,SZ5,47.5638,8.4584,46,BO,0.1,D,U,Weiach,Switzerland,,,9.0,26.0,54.0,,50.0,151.0,,,,,,,,,,,True,NAGRXX2013,,,,,,CAL / SHDT? (4-Arm) - BOs in the lower Süsswassermolasse,EU,969.0
wsm204752,620464977.0,,39.7,22.01,107,FMS,19.3,C,NF,,Greece,01/06/2021,56:16.9,,,,,,,,,159.0,77.0,287.0,8.0,198.0,10.0,Mw,4.7,True,ISCXXX,,,,,,,EU,133.0
wsm20476,,SZ133,47.7259,8.5061,999,BO,0.0,E,U,Siblingen,Switzerland,,,0.0,,0.0,,,,,,,,,,,,,,True,NAGRXX2013,,,,,,CAL (4-Arm),EU,986.0
wsm204765,620475981.0,,37.56,36.17,11,FMS,20.7,C,SS,,Turkey,02/06/2021,06:14:28,,,,,,,,,359.0,29.0,40.0,54.0,281.0,20.0,Mw,4.2,True,ISCXXX,,,,,,,AT,58.0
wsm20477,,,47.6449,8.6496,171,DIF,0.57,B,U,Benken,Switzerland,,,10.0,13.0,194.0,,149.0,995.0,,,,,,,,,,,True,NAGRXX2000,NAGRXX2013,,,,,FMI-Image Log - length and number of DIFs taken from the internal NAGRA report NIB 99_37e,EU,975.0
wsm204833,620507420.0,,36.25,27.25,31,FMS,10.0,C,NF,,Sea,04/06/2021,23:13.3,,,,,,,,,87.0,73.0,211.0,10.0,124.0,13.0,Mw,4.1,True,ISCXXX,,,,,,,AS,132.0
wsm204930,620508561.0,,36.38,27.14,20,FMS,18.3,C,SS,,Sea,07/06/2021,16:00:19,,,,,,,,,22.0,25.0,13.0,65.0,290.0,3.0,Mw,4.3,True,ISCXXX,,,,,,,AS,132.0
wsm20494,,SZ5,47.5638,8.4584,172,BO,1.42,B,U,Weiach,Switzerland,,,87.0,13.0,772.0,,560.0,2276.0,,,,,,,,,,,True,CLAUXX1987,NAGRXX2013,MULLET1987,,,,CAL / SHDT? (4-Arm) - BOs in the Opalinus clay up to the basement ,EU,969.0
wsm204949,620509061.0,,43.66,16.0,22,FMS,17.0,C,SS,,Croatia,08/06/2021,59:53.6,,,,,,,,,203.0,11.0,184.0,79.0,112.0,4.0,Mw,4.2,True,ISCXXX,,,,,,,EU,526.0
wsm20495,,SZ6,47.3695,8.1472,124,BO,1.67,D,U,Schafisheim,Switzerland,,,12.0,22.0,16.0,,1393.0,1942.0,,,,,,,,,,,True,CLAUXX1987,NAGRXX2013,MULLET1987,,,,CAL (4-Arm) - BO below main Jura fault - mean orientation is strongly determined by a single long BO of 8 m near washout zone ,EU,954.0
wsm20496,,SZ6,47.3695,8.1472,177,BO,0.89,C,U,Schafisheim,Switzerland,,,22.0,13.0,77.0,,549.0,1230.0,,,,,,,,,,,True,CLAUXX1987,NAGRXX2013,MULLET1987,,,,CAL (4-Arm) - BOs above main Jura fault,EU,954.0
wsm20497,,SZ4b,47.5045,8.1899,160,BO,0.39,C,U,Riniken,Switzerland,,,16.0,9.0,36.0,,283.0,491.0,,,,,,,,,,,True,CLAUXX1987,NAGRXX2013,MULLET1987,,,,CAL / SHDT? (4-Arm) - BOs in Dogger and Lias,EU,968.0
wsm20498,,SZ1b,47.589,8.2048,999,BO,0.0,E,U,Leuggern,Switzerland,,,0.0,,0.0,,,,,,,,,,,,,,True,CLAUXX1987,NAGRXX2013,MULLET1987,,,,CAL / SHDT? (4-Arm) - no BO interpreted,EU,977.0
wsm20499,,SZ2b,47.5398,8.0315,999,BO,0.0,E,U,Kaisten,Switzerland,,,0.0,,0.0,,,,,,,,,,,,,,True,CLAUXX1987,NAGRXX2013,MULLET1987,,,,CAL / SHDT? (4-Arm) - no BO interpreted,EU,975.0
wsm20500,,SZ3,47.565,8.2272,999,BO,0.0,E,U,Boettstein,Switzerland,,,0.0,,0.0,,,,,,,,,,,,,,True,CLAUXX1987,NAGRXX2013,MULLET1987,,,,CAL / SHDT? (4-Arm) - no BO interpreted,EU,974.0
wsm20501,,,47.6449,8.6496,172,BO,0.57,A,U,Benken,Switzerland,,,10.0,11.0,204.0,,149.0,988.0,,,,,,,,,,,True,NAGRXX2000,NAGRXX2013,,,,,Used tools: UBI - FMI (4-arm) -FMS (4-arm) and 6-arm-Caliper - length and number of BO taken from the internal NAGRA report NIB 99_37e - 6-arm Caliper data disregarded (see report for details),EU,975.0
wsm205139,620514771.0,,39.72,20.34,87,FMS,14.0,C,SS,,Greece,14/06/2021,12:46:31,,,,,,,,,267.0,0.0,176.0,76.0,357.0,14.0,Mw,3.9,True,ISCXXX,,,,,,,EU,139.0
wsm205311,620534931.0,,36.29,27.02,13,FMS,13.1,C,NF,,Sea,21/06/2021,14:16.7,,,,,,,,,16.0,54.0,13.0,36.0,284.0,1.0,Mw,5.5,True,ISCXXX,,,,,,,AS,146.0
wsm205323,620545971.0,,41.75,13.61,146,FMS,15.6,C,NF,,Italy,22/06/2021,37:04.1,,,,,,,,,219.0,85.0,326.0,2.0,236.0,5.0,Mw,3.4,True,ISCXXX,,,,,,,EU,338.0
wsm205389,620560369.0,,37.92,20.79,91,FMS,15.0,C,TF,,Sea,25/06/2021,02:32.2,,,,,,,,,91.0,10.0,1.0,4.0,115.0,80.0,Mw,4.2,True,ISCXXX,,,,,,,AS,45.0
wsm205394,620562846.0,,39.13,40.16,172,FMS,16.5,C,NS,,Turkey,25/06/2021,28:39.9,,,,,,,,,357.0,45.0,347.0,45.0,262.0,5.0,Mw,5.3,True,ISCXXX,,,,,,,AT,38.0
wsm205400,620567621.0,,42.52,18.54,32,FMS,14.2,C,TF,,Montenegro,25/06/2021,23:18:47,,,,,,,,,212.0,12.0,125.0,17.0,269.0,69.0,Mw,4.3,True,ISCXXX,,,,,,,EU,376.0
wsm205450,620573084.0,,37.31,14.74,178,FMS,25.2,C,NS,,Italy,28/06/2021,58:19.2,,,,,,,,,164.0,43.0,192.0,43.0,88.0,14.0,Mw,3.2,True,ISCXXX,,,,,,,AF,56.0
wsm205618,620734239.0,,35.02,25.22,37,FMS,10.0,C,NF,,Greece,05/07/2021,40:29.9,,,,,,,,,18.0,75.0,217.0,14.0,126.0,5.0,Mw,4.2,True,ISCXXX,,,,,,,AS,92.0
wsm205673,620772585.0,,37.91,21.01,80,FMS,15.0,C,SS,,Sea,08/07/2021,01:16:56,,,,,,,,,265.0,15.0,211.0,65.0,350.0,20.0,Mw,4.2,True,ISCXXX,,,,,,,AS,59.0
wsm205759,620787382.0,,38.9,26.02,92,FMS,10.0,C,NF,,Sea,10/07/2021,14:43:21,,,,,,,,,114.0,73.0,272.0,16.0,184.0,6.0,Mw,4.5,True,ISCXXX,,,,,,,AS,67.0
wsm205767,620787394.0,,38.4,23.32,108,FMS,10.0,C,NF,,Greece,11/07/2021,00:17.8,,,,,,,,,145.0,64.0,288.0,22.0,203.0,14.0,Mw,4.3,True,ISCXXX,,,,,,,AS,39.0
wsm205900,620833904.0,,42.79,13.07,152,FMS,9.0,C,NF,,Italy,16/07/2021,00:50.0,,,,,,,,,358.0,66.0,332.0,22.0,246.0,10.0,Mw,3.3,True,ISCXXX,,,,,,,EU,434.0
wsm205951,620833933.0,,35.08,25.2,53,FMS,15.0,C,SS,,Greece,18/07/2021,04:56:54,,,,,,,,,53.0,13.0,231.0,77.0,143.0,1.0,Mw,4.2,True,ISCXXX,,,,,,,AS,99.0
wsm205978,620833406.0,,34.72,39.75,169,FMS,10.0,C,SS,,Syrian Arab Republic,18/07/2021,22:09:22,,,,,,,,,355.0,23.0,323.0,63.0,259.0,13.0,Mw,4.1,True,ISCXXX,,,,,,,AR,312.0
wsm205994,620834051.0,,36.77,5.52,143,FMS,10.0,C,SS,,Sea,19/07/2021,19:21:30,,,,,,,,,135.0,28.0,169.0,57.0,53.0,16.0,Mw,4.3,True,ISCXXX,,,,,,,AF,48.0
wsm206012,620834135.0,,38.34,23.33,114,FMS,12.4,C,NF,,Greece,20/07/2021,05:05:26,,,,,,,,,102.0,68.0,294.0,21.0,202.0,4.0,Mw,4.4,True,ISCXXX,,,,,,,AS,44.0
wsm206015,620844191.0,,35.02,25.23,38,FMS,12.0,C,SS,,Greece,20/07/2021,44:16.3,,,,,,,,,218.0,14.0,208.0,76.0,128.0,3.0,Mw,4.0,True,ISCXXX,,,,,,,AS,91.0
wsm206060,620844249.0,,38.94,26.05,91,FMS,10.0,C,SS,,Sea,22/07/2021,00:48:01,,,,,,,,,83.0,29.0,294.0,57.0,181.0,14.0,Mw,4.6,True,ISCXXX,,,,,,,AS,63.0
wsm206078,620846713.0,,42.76,12.56,999,FMS,7.1,E,U,,Italy,22/07/2021,06:22.3,,,,,,,,,94.0,36.0,6.0,2.0,98.0,54.0,Mw,3.5,True,ISCXXX,,,,,,,EU,421.0
wsm206080,620967832.0,,36.25,26.95,13,FMS,19.0,C,NF,,Sea,22/07/2021,16:28.4,,,,,,,,,28.0,81.0,193.0,9.0,103.0,2.0,Mw,4.7,True,ISCXXX,,,,,,,AS,154.0
wsm206083,620845125.0,,39.82,20.7,44,FMS,23.7,C,TF,,Greece,22/07/2021,16:49:38,,,,,,,,,224.0,13.0,135.0,5.0,246.0,76.0,Mw,4.5,True,ISCXXX,,,,,,,EU,152.0
wsm206116,621112263.0,,35.07,24.85,28,FMS,24.1,C,NF,,Greece,24/07/2021,02:07:40,,,,,,,,,254.0,76.0,208.0,10.0,120.0,10.0,Mw,5.1,True,ISCXXX,,,,,,,AS,85.0
wsm206204,624417817.0,,36.72,14.4,3,FMS,6.4,C,SS,,Sea,27/07/2021,56:35.0,,,,,,,,,181.0,16.0,206.0,73.0,93.0,7.0,Mw,3.4,True,ISCXXX,,,,,,,AF,111.0
wsm206296,621800311.0,,36.27,26.95,19,FMS,14.7,C,NF,,Sea,31/07/2021,57:57.7,,,,,,,,,352.0,73.0,199.0,15.0,107.0,7.0,Mw,4.8,True,ISCXXX,,,,,,,AS,153.0
wsm206321,621366986.0,,36.24,27.0,29,FMS,12.0,C,NF,,Sea,01/08/2021,31:28.8,,,,,,,,,31.0,67.0,209.0,23.0,119.0,1.0,Mw,5.6,True,ISCXXX,,,,,,,AS,151.0
wsm206323,620925415.0,,36.22,27.11,13,FMS,10.0,C,NF,,Sea,01/08/2021,12:38.0,,,,,,,,,7.0,69.0,13.0,21.0,283.0,2.0,Mw,4.1,True,ISCXXX,,,,,,,AS,144.0
wsm206326,620925423.0,,36.33,27.04,23,FMS,10.0,C,NF,,Sea,01/08/2021,08:37:32,,,,,,,,,223.0,64.0,203.0,24.0,117.0,8.0,Mw,4.5,True,ISCXXX,,,,,,,AS,142.0
wsm206329,620925425.0,,36.25,26.95,10,FMS,19.0,C,NF,,Sea,01/08/2021,14:29.4,,,,,,,,,341.0,76.0,10.0,13.0,279.0,7.0,Mw,4.8,True,ISCXXX,,,,,,,AS,154.0
wsm206429,620961700.0,,36.27,27.0,15,FMS,12.4,C,NF,,Sea,03/08/2021,12:38:20,,,,,,,,,359.0,77.0,195.0,13.0,104.0,4.0,Mw,5.2,True,ISCXXX,,,,,,,AS,149.0
wsm206441,620965841.0,,36.33,27.01,35,FMS,17.1,C,NF,,Sea,03/08/2021,53:16.4,,,,,,,,,358.0,65.0,215.0,21.0,120.0,14.0,Mw,4.9,True,ISCXXX,,,,,,,AS,145.0
wsm206453,621800341.0,,36.31,27.06,19,FMS,20.0,C,NF,,Sea,03/08/2021,22:50:42,,,,,,,,,13.0,65.0,19.0,25.0,288.0,2.0,Mw,4.6,True,ISCXXX,,,,,,,AS,142.0
wsm206526,620969580.0,,37.64,21.54,81,FMS,11.5,C,SS,,Greece,05/08/2021,49:31.7,,,,,,,,,261.0,10.0,183.0,49.0,343.0,39.0,Mw,3.9,True,ISCXXX,,,,,,,AS,87.0
wsm206551,620970782.0,,36.33,27.06,39,FMS,23.0,C,SS,,Sea,06/08/2021,09:16:47,,,,,,,,,34.0,33.0,50.0,56.0,309.0,8.0,Mw,4.7,True,ISCXXX,,,,,,,AS,141.0
wsm206581,620976029.0,,36.27,27.0,8,FMS,12.0,C,NF,,Sea,07/08/2021,39:46.5,,,,,,,,,14.0,72.0,8.0,18.0,279.0,2.0,Mw,5.1,True,ISCXXX,,,,,,,AS,149.0
wsm206619,620976426.0,,39.77,22.16,113,FMS,10.0,C,NF,,Greece,08/08/2021,13:31:56,,,,,,,,,62.0,82.0,293.0,5.0,203.0,6.0,Mw,4.0,True,ISCXXX,,,,,,,EU,124.0
wsm20665,,WG67,52.35,7.28,150,BO,2.2,E,U,DE-9Schüttorf,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1507.0
wsm20666,,WG66,51.85,7.85,90,BO,2.2,E,U,DE-8Sendenhorst,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1444.0
wsm20667,,WG65,52.71,8.5,150,BO,2.2,E,U,DE-7Barnstorf,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1531.0
wsm20668,,WG64,52.68,8.6,150,BO,2.2,E,U,DE-6Sulingen,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1526.0
wsm20669,,WG63,52.76,9.15,150,BO,2.2,E,U,DE-5Nienburg,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1530.0
wsm20670,,WG62,52.73,9.6,150,BO,2.2,E,U,DE-4Schwarmstedt,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1524.0
wsm20671,,WG61,53.08,9.7,145,BO,2.2,E,U,DE-3Schneverdingen,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1562.0
wsm206714,620980019.0,,38.72,22.96,92,FMS,10.0,C,NF,,Greece,11/08/2021,05:59:31,,,,,,,,,347.0,77.0,272.0,3.0,183.0,12.0,Mw,4.1,True,ISCXXX,,,,,,,EU,13.0
wsm20672,,,53.15,9.85,130,BO,2.2,E,U,DE-2Schneverdingen,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1569.0
wsm20673,,WG59,53.25,8.95,160,BO,2.2,E,U,DE-1PortaWestfalica,Germany,,,,,,,,,,Caliper,,,,,,,,,True,DRAXED1984,,,,,,Coordinates measured off map. Wellname means DRAXLER - EDWARDS  MISSING DEPTH - depth 2.2 - 6.7 km,EU,1586.0
wsm20676,,,53.079,9.99,0,BO,0.0,D,U,BispingenZ1/BISPZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok,EU,1561.0
wsm20677,,,53.007,9.761,165,BO,0.0,D,U,FalshornZ1/FALSZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok,EU,1554.0
wsm20678,,,53.246,9.731,173,BO,0.0,D,U,OtterZ1/OTTRZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1581.0
wsm20679,,,52.967,9.637,175,BO,0.0,D,U,BommelsenZ1/BMMLZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1550.0
wsm20680,,,52.098,9.629,5,BO,0.0,D,U,HemmendorfZ1/HMDFZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous / Pennsylvanian very steep,EU,1454.0
wsm20681,,,53.058,9.587,150,BO,0.0,D,U,SoehlingenZ9/SOLGZ9,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok,EU,1561.0
wsm20682,,,53.066,9.585,154,BO,0.0,D,U,SoehlingenZ5/SOLGZ5,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok,EU,1561.0
wsm20683,,,52.891,9.474,163,BO,0.0,D,U,HamwiedeZ4/HMWDZ4,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1543.0
wsm206835,624417924.0,,40.46,16.32,40,FMS,15.4,C,TF,,Italy,14/08/2021,29:26.7,,,,,,,,,220.0,35.0,134.0,6.0,232.0,55.0,Mw,3.5,True,ISCXXX,,,,,,,EU,201.0
wsm20684,,,52.911,9.461,162,BO,0.0,D,U,HamwiedeZ3/HMWDZ3,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1545.0
wsm20685,,,53.115,9.458,164,BO,0.0,D,U,HemsbuendeZ4/HMSBZ4,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok,EU,1568.0
wsm20686,,,53.166,9.424,164,BO,0.0,D,U,LangenhoernZ1/LANGZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1574.0
wsm20687,,,52.308,9.337,35,BO,0.0,D,U,RodenbergZ1/RODBZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous / fissured area,EU,1479.0
wsm20688,,,53.339,8.937,165,BO,0.0,D,U,FindorfZ1/FIDFZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1596.0
wsm20689,,,52.6853,8.7387,144,BO,0.0,D,U,GrossLessenZ1/G-LEZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1526.0
wsm20690,,,53.163,8.719,160,BO,0.0,D,U,LesumZ1/LESMZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1579.0
wsm20691,,,53.11,8.388,156,BO,0.0,D,U,ReiherholzZ1/REIHZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1576.0
wsm20692,,,52.829,8.083,155,BO,0.0,D,U,EmstekerfeldZ1/EMFDZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous,EU,1548.0
wsm20693,,,52.782,7.769,154,BO,0.0,D,U,DustmoorZ1/DUMOZ1,Germany,,,,,,,,,,,,,,,,,,,True,GROTXX1998,ROECLE2003,,,,,quality: ok / Pennsylvanian aka Upper Carboniferous / borehole tilted about 20 - 27 degree,EU,1547.0
wsm20694,,,47.94,7.93,110,FMS,15.0,D,TF,Freiburg,Germany,15/06/2000,23:09.9,,,,,,,,FM,110.0,13.0,12.0,31.0,219.0,56.0,ML,2.1,True,LOPEGR2003,,,,,,Event #4 in REF1,EU,1020.0
wsm20695,,,47.96,7.93,999,FMS,17.0,E,U,Freiburg,Germany,15/06/2000,56:57.3,,,,,,,,FM,129.0,13.0,17.0,29.0,226.0,28.0,ML,2.6,True,LOPEGR2003,,,,,,Event #2 in REF1,EU,1022.0
wsm206955,620990400.0,,45.43,16.27,15,FMS,10.0,C,SS,,Croatia,16/08/2021,23:58:55,,,,,,,,,195.0,3.0,97.0,69.0,287.0,21.0,Mw,4.2,True,ISCXXX,,,,,,,EU,710.0
wsm20696,,,48.23,8.95,147,FMS,10.0,C,SS,Albstadt,Germany,22/03/2003,36:14.3,,,,,,,,MI,146.0,6.0,19.0,81.0,237.0,7.0,Mw,3.9,True,STANBR2005,PONDSA2007,,,,,,EU,1034.0
wsm20697,,,52.827,11.075,120,HF,2.46,D,U,Peckensen/PES233/82,Germany,1982,,,,,,,,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 3 - E PES 233 - 82 - suprasaline,EU,1530.0
wsm20698,,,52.827,11.075,90,HF,2.57,D,U,Peckensen/PES233/82,Germany,1982,,,,,,,,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 1 - E PES 233 - 82 - suprasaline,EU,1530.0
wsm20699,,,52.811,11.114,116,HF,2.11,D,U,Peckensen/PES166/79,Germany,1979,,,,,,,,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 2 - E PES 166 - 79 - suprasaline,EU,1528.0
wsm20700,,,52.661,10.961,15,HF,3.22,E,U,Mellin/ML20/79,Germany,1979,,,,,,,,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 4 - E ML 20 - 79 - subsaline,EU,1512.0
wsm20701,,,52.661,10.961,15,HF,3.14,E,U,Mellin/ML20/79,Germany,1979,,,,,,,,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 3 - E ML 20 - 79 - subsaline,EU,1512.0
wsm20702,,,52.678,10.935,25,HF,3.2,E,U,Mellin/ML6/71,Germany,1971,,,,,,3262.0,3290.0,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 1 - E ML 6 - 71 - subsaline - SH 15-35Âª,EU,1513.0
wsm207021,621000750.0,,44.36,10.97,999,FMS,25.3,E,U,,Italy,19/08/2021,49:22.2,,,,,,,,,214.0,25.0,149.0,43.0,104.0,37.0,Mw,3.3,True,ISCXXX,,,,,,,EU,589.0
wsm20703,,,52.661,10.961,90,HF,2.33,D,U,Mellin/ML20/79,Germany,1979,,,,,,,,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 1 - E ML 20 - 79 - suprasaline,EU,1512.0
wsm207036,620997101.0,,36.41,27.04,13,FMS,13.0,C,NS,,Sea,19/08/2021,11:06:14,,,,,,,,,3.0,49.0,19.0,39.0,283.0,8.0,Mw,4.5,True,ISCXXX,,,,,,,AS,138.0
wsm20704,,,52.8633,11.2382,90,HF,1.57,D,U,Mahlsdorf/MAHSW2/84,Germany,1984,,,,,,1565.0,1582.0,,,,,,,,,,,True,PALMGR1999,ROTHFL2001,,,,,well 3 - Dp MAH SW 2 - 84 - suprasaline,EU,1534.0
wsm207040,620997103.0,,36.33,26.95,27,FMS,25.3,C,SS,,Sea,19/08/2021,26:34.5,,,,,,,,,21.0,34.0,39.0,54.0,297.0,9.0,Mw,4.8,True,ISCXXX,,,,,,,AS,149.0
